ID,MODE,CODINT,优先级,CI,flag_dur_low,flag_dur_high,flag_md,flag_long,flag_dkna,DUR,DUR_z,访问员标记率,标记率超均值倍数,MD_d2,LS_run,DKNA_count,P11A_标签,P11A_翻转,P11B_标签,P11B_翻转,P11C_标签,P11C_翻转,P11D_标签,P11D_翻转,P11E_标签,P11E_翻转,P22,P23,P25,P07Ctx,P10tx,P12Btx,P16Btx,P07Ctx_有效,P10tx_有效,P12Btx_有效,P16Btx_有效,开放题有效计数,维度A分,维度B分,维度C分,总分,决策,备注
3413,CATI,María,常规,1,0,0,0,1,0,11.1,0.0587670485671246,0.2685714285714285,0.979469111969112,1.3137918149468455,7,2,Disagree,4.0,Agree,4.0,Agree,4.0,Agree,4.0,Agree,4.0,Man,74.0,"EGB, ESO, Baccalaurate, Elementary Baccalaurate", ,88,EN LO QUE SE HAGA EN MI LOCALIDAD,7,0,0,1,0,1,2.0,2.0,0.0,4.0,剔除,LS 唯一开放字段为泛词/编码（88）无实质自证 → 门槛剔除
3429,CATI,Alejandro,常规,1,0,0,0,0,1,9.6,-0.3419498758673306,0.3630952380952381,1.3241936132561132,,3,5,Agree,2.0,Agree,4.0,DK,,Agree,4.0,Agree,4.0,Man,55.0,"EGB, ESO, Baccalaurate, Elementary Baccalaurate", ,88, , ,0,0,0,0,0,2.0,0.0,0.0,2.0,剔除,DKNA 信号命中+开放题全空无自证 → 自证门槛剔除
3463,CATI,Daniel,常规,1,0,0,0,1,0,15.1,0.9081869427159198,0.293859649122807,1.0716942271218588,,6,2,Disagree,4.0,Disagree,2.0,Disagree,2.0,DK,,Agree,4.0,Woman,61.0,"EGB, ESO, Baccalaurate, Elementary Baccalaurate","1, 5, 6",99, , ,0,0,0,0,0,2.0,0.0,0.0,2.0,剔除,LS 信号命中+开放题全空无自证 → 自证门槛剔除
3473,CATI,María,常规,1,0,0,1,0,0,12.6,0.408614482866602,0.2685714285714285,0.979469111969112,18.46453438930397,5,3,Strongly disagree,5.0,Strongly disagree,1.0,Strongly agree,5.0,Disagree,2.0,Disagree,2.0,Man,29.0,"EGB, ESO, Baccalaurate, Elementary Baccalaurate",1,TODAS, , ,0,1,0,0,1,2.0,0.0,0.0,2.0,剔除,MD 唯一开放字段为泛词/编码（TODAS）无实质自证 → 门槛剔除
3488,CATI,María,常规,1,1,0,0,0,0,7.9,-0.8798943808324479,0.2685714285714285,0.979469111969112,2.348690001964196,2,1,Agree,2.0,Agree,4.0,Strongly agree,5.0,Neither agree nor disagree,3.0,Neither agree nor disagree,3.0,Woman,45.0,"University graduate (Diploma, Bachelor, Degree, Master, PhD)","1, 6",88,8, ,0,0,0,0,0,2.0,0.0,0.0,2.0,剔除,DUR低 信号命中+开放题全空无自证 → 自证门槛剔除
3496,CATI,Eva,常规,1,0,0,0,1,0,12.4,0.3644519342070634,0.25,0.9117398648648648,1.3137918149468455,6,2,Disagree,4.0,Agree,4.0,Agree,4.0,Agree,4.0,Agree,4.0,Woman,26.0,"University graduate (Diploma, Bachelor, Degree, Master, PhD)","2, 3",88,2, ,0,0,0,0,0,2.0,2.0,0.0,4.0,剔除,LS 信号命中+开放题全空无自证 → 自证门槛剔除
3524,CATI,David,常规,1,0,0,0,1,0,8.8,-0.582110012894203,0.3942857142857143,1.4379440154440155,4.39313910516078,6,0,Strongly disagree,5.0,Strongly agree,5.0,Strongly agree,5.0,Strongly agree,5.0,Strongly agree,5.0,Man,45.0,"EGB, ESO, Baccalaurate, Elementary Baccalaurate",3,IGUALDAD,1, ,0,1,0,0,1,2.0,2.0,0.0,4.0,剔除,LS 唯一开放字段为泛词/编码（IGUALDAD）无实质自证 → 门槛剔除
3526,CATI,María,常规,1,0,0,0,1,0,8.9,-0.5509221058409594,0.2685714285714285,0.979469111969112,8.582353656029436,7,2,Disagree,4.0,Disagree,2.0,Disagree,2.0,Agree,4.0,Agree,4.0,Man,38.0,"COU, BUP, Higher Baccalaurate",1,TODAS, , ,0,1,0,0,1,2.0,0.0,0.0,2.0,剔除,LS 唯一开放字段为泛词/编码（TODAS）无实质自证 → 门槛剔除
3542,CAWI,Autoadministrado CAWI,常规,1,0,0,1,0,0,7.6,-0.4475818504519853,0.2491467576791808,0.9086281247117424,14.23420951016435,3,0,Agree,2.0,Strongly agree,5.0,Disagree,2.0,Disagree,2.0,Agree,4.0,Woman,18.0,"EGB, ESO, Baccalaurate, Elementary Baccalaurate",INSTITUTO,IGUALDAD EN GENERAL,MANIFESTARME,LA EDUCACION,1,1,1,1,4,0.0,0.0,0.0,0.0,保留,MD 开放题自证充分（≥2字段）→ 保留
3624,CATI,Juana,常规,1,0,0,0,0,1,20.4,1.7385359825196631,0.1666666666666666,0.6078265765765766,5.403488179092287,3,7,Neither agree nor disagree,3.0,Disagree,2.0,Disagree,2.0,Disagree,2.0,Strongly disagree,1.0,Man,68.0,"EGB, ESO, Baccalaurate, Elementary Baccalaurate",1,0, , ,0,0,0,0,0,2.0,0.0,0.0,2.0,剔除,DKNA 信号命中+开放题全空无自证 → 自证门槛剔除
3651,CATI,David,常规,1,1,0,0,0,0,8.3,-0.7435654167534216,0.3942857142857143,1.4379440154440155,7.9205156475781875,3,2,Agree,2.0,Strongly agree,5.0,Disagree,2.0,Disagree,2.0,Disagree,2.0,Man,46.0,"University graduate (Diploma, Bachelor, Degree, Master, PhD)", ,88, , ,0,0,0,0,0,2.0,0.0,0.0,2.0,剔除,DUR低 信号命中+开放题全空无自证 → 自证门槛剔除
3686,CATI,Luna,常规,1,0,0,0,0,1,16.7,1.1861676277467923,0.2325581395348837,0.8481301068510371,,2,4,Agree,2.0,Agree,4.0,Agree,4.0,DK,,DK,,Woman,46.0,"COU, BUP, Higher Baccalaurate",2,88, , ,0,0,0,0,0,2.0,0.0,0.0,2.0,剔除,DKNA 信号命中+开放题全空无自证 → 自证门槛剔除
3697,CATI,María,常规,1,0,0,0,1,0,12.7,0.4304335720401559,0.2685714285714285,0.979469111969112,3.75059444897215,8,2,Agree,2.0,Agree,4.0,Strongly agree,5.0,Strongly agree,5.0,Strongly agree,5.0,Woman,55.0,"University graduate (Diploma, Bachelor, Degree, Master, PhD)",6,"LA VIOLENCIA, LA BRECHA SALARIAL","1, 2",9,0,1,0,0,1,1.0,0.0,0.0,1.0,保留,LS 单字段具体议题自证+作答模式合理 → 保留
3743,CATI,María,常规,1,0,0,0,1,0,12.7,0.4304335720401559,0.2685714285714285,0.979469111969112,3.0420325545062985,6,2,Strongly agree,1.0,Agree,4.0,Agree,4.0,Agree,4.0,Agree,4.0,Man,69.0,"EGB, ESO, Baccalaurate, Elementary Baccalaurate","A TRAVES DE LA SEXTA, , , 1",0,88,7,1,0,0,0,1,2.0,0.0,0.0,2.0,剔除,LS 唯一开放字段为泛词/编码（0）无实质自证 → 门槛剔除
3779,CATI,María,常规,1,0,0,0,1,0,13.6,0.6194115726798094,0.2685714285714285,0.979469111969112,7.894897273245776,7,2,Strongly disagree,5.0,Strongly agree,5.0,Agree,4.0,Disagree,2.0,Disagree,2.0,Woman,64.0,"COU, BUP, Higher Baccalaurate","ESPEJO PUBLICO, RADIO NACIONAL , , 1",LAS VIOLACIONES ACOSO ABUSO VIOLACIONES, ,7,1,1,0,0,2,0.0,0.0,0.0,0.0,保留,LS 开放题自证充分（≥2字段）→ 保留
3804,CATI,Daniel,常规,1,1,0,0,0,0,7.9,-0.8798943808324479,0.293859649122807,1.0716942271218588,4.8933895770116855,4,0,Agree,2.0,Disagree,2.0,Disagree,2.0,Disagree,2.0,Strongly disagree,1.0,Man,39.0,"University graduate (Diploma, Bachelor, Degree, Master, PhD)", ,0, , ,0,0,0,0,0,2.0,0.0,0.0,2.0,剔除,DUR低 信号命中+开放题全空无自证 → 自证门槛剔除
3865,CATI,Eva,常规,1,0,0,1,0,0,9.6,-0.3419498758673306,0.25,0.9117398648648648,14.15705865800307,2,0,Disagree,4.0,Strongly disagree,1.0,Agree,4.0,Strongly agree,5.0,Strongly agree,5.0,Woman,29.0,"EGB, ESO, Baccalaurate, Elementary Baccalaurate","2, 3",INDEPENDENCIA,1,10,0,1,0,0,1,1.0,0.0,0.0,1.0,保留,MD 单字段具体议题自证+作答模式合理 → 保留
3929,CATI,David,常规,1,0,0,0,0,1,14.0,0.6994200849963242,0.3942857142857143,1.4379440154440155,,2,7,Agree,2.0,Disagree,2.0,Agree,4.0,Agree,4.0,DK,,Woman,66.0,No schooling (or less than 5 years of schooling),5,0,1,10,0,0,0,0,0,2.0,0.0,0.0,2.0,剔除,DKNA 信号命中+开放题全空无自证 → 自证门槛剔除
3951,CATI,Luna,常规,1,0,0,1,0,0,18.9,1.5277388927064572,0.2325581395348837,0.8481301068510371,21.79248446926894,2,1,Strongly disagree,5.0,Strongly agree,5.0,Strongly disagree,1.0,Strongly agree,5.0,Strongly agree,5.0,Woman,58.0,"FP2, Higher Vocational Training, Conservatoire 10 years","SOBRE TODO WASSPP, , , 2",TODO LO QUE SE PLANTE ES POSITIVO Y FORMA PARTE AVANZAR EN ESTE TEMA,"HUELGA TOTAL TODO EL DIA, , , 1, 2","1, 2, 3, 4, 10",1,1,1,0,3,0.0,0.0,0.0,0.0,保留,MD 开放题自证充分（≥2字段）→ 保留
4064,CATI,Alejandro,常规,1,0,0,0,1,0,8.9,-0.5509221058409594,0.3630952380952381,1.3241936132561132,2.785154707081306,6,0,Disagree,4.0,Strongly agree,5.0,Strongly agree,5.0,Strongly agree,5.0,Strongly agree,5.0,Woman,52.0,"FP1, Intermediate Vocational Training","1, 2, 3, 6","TODAS , VIOLENCIADE GENERO","1, 2, 8, 9",9,0,1,0,0,1,1.0,0.0,0.0,1.0,保留,LS 单字段具体议题自证+作答模式合理 → 保留
4097,CATI,Daniel,常规,1,0,0,1,0,0,22.3,1.9843278301451823,0.293859649122807,1.0716942271218588,12.08745863107072,4,1,Strongly agree,1.0,Agree,4.0,Disagree,2.0,Strongly agree,5.0,Strongly agree,5.0,Woman,,"University graduate (Diploma, Bachelor, Degree, Master, PhD)","2, 5, 7",IGUALDAD, , ,0,1,0,0,1,2.0,0.0,0.0,2.0,剔除,MD 唯一开放字段为泛词/编码（IGUALDAD）无实质自证 → 门槛剔除
4142,CATI,David,常规,1,0,0,0,0,1,13.4,0.5785204483771985,0.3942857142857143,1.4379440154440155,,5,8,DK,,Agree,4.0,Agree,4.0,Neither agree nor disagree,3.0,Disagree,2.0,Man,52.0,"University graduate (Diploma, Bachelor, Degree, Master, PhD)",3,88, , ,0,0,0,0,0,2.0,0.0,0.0,2.0,剔除,DKNA 信号命中+开放题全空无自证 → 自证门槛剔除
4157,CATI,Daniel,常规,1,0,0,0,1,0,13.5,0.5990417355252803,0.293859649122807,1.0716942271218588,7.666743679450815,6,2,Disagree,4.0,Agree,4.0,Strongly agree,5.0,Disagree,2.0,Strongly disagree,1.0,Man,43.0,"EGB, ESO, Baccalaurate, Elementary Baccalaurate",SU EMPRESA POR EL DERECHO A HUELGA,"LOS HOMBRES TAMBIEN SOMOS MALTRATADOS, EL FEMINISMO ESTA POLITIZADO", ,8,1,1,0,0,2,0.0,0.0,0.0,0.0,保留,LS 开放题自证充分（≥2字段）→ 保留
4158,CATI,María,常规,1,1,0,0,0,0,7.3,-1.0979103270469086,0.2685714285714285,0.979469111969112,4.71639304129456,3,0,Agree,2.0,Disagree,2.0,Disagree,2.0,Neither agree nor disagree,3.0,Disagree,2.0,Woman,33.0,"University graduate (Diploma, Bachelor, Degree, Master, PhD)", ,88, , ,0,0,0,0,0,2.0,0.0,1.0,3.0,剔除,DUR低 信号命中+开放题全空无自证 → 自证门槛剔除
4166,CATI,Daniel,常规,1,1,0,0,0,0,7.9,-0.8798943808324479,0.293859649122807,1.0716942271218588,7.613096956507011,4,1,Agree,2.0,Neither agree nor disagree,3.0,Agree,4.0,Disagree,2.0,Agree,4.0,Woman,34.0,, ,99, , ,0,0,0,0,0,2.0,0.0,0.0,2.0,剔除,DUR低 信号命中+开放题全空无自证 → 自证门槛剔除
4308,CATI,Victoria,常规,1,0,0,1,0,0,15.8,1.0332614342158155,0.2201834862385321,0.8030002479543764,14.42540050834973,4,2,Disagree,4.0,Disagree,2.0,Strongly agree,5.0,Disagree,2.0,Agree,4.0,Woman,30.0,Primary school (or has attended school for 5 years or more), ,0, , ,0,0,0,0,0,2.0,0.0,0.0,2.0,剔除,MD 信号命中+开放题全空无自证 → 自证门槛剔除
4310,CATI,Alejandro,常规,1,1,0,0,0,0,8.2,-0.7770215888899347,0.3630952380952381,1.3241936132561132,3.084666447761618,5,0,Disagree,4.0,Agree,4.0,Agree,4.0,Strongly agree,5.0,Strongly agree,5.0,Woman,25.0,"FP2, Higher Vocational Training, Conservatoire 10 years",2,99,1, ,0,0,0,0,0,2.0,0.0,0.0,2.0,剔除,DUR低 信号命中+开放题全空无自证 → 自证门槛剔除
4389,CATI,Luna,常规,1,0,0,0,1,0,9.0,-0.5200826743145736,0.2325581395348837,0.8481301068510371,3.290817454810447,6,0,Agree,2.0,Agree,4.0,Agree,4.0,Agree,4.0,Disagree,2.0,Man,46.0,"FP1, Intermediate Vocational Training", ,"VIOLENCIA, IGUALDAD LABORAL", , ,0,1,0,0,1,1.0,0.0,0.0,1.0,保留,LS 单字段具体议题自证+作答模式合理 → 保留
4405,CATI,Daniel,常规,1,1,0,0,0,0,8.2,-0.7770215888899347,0.293859649122807,1.0716942271218588,3.7427191972620255,5,0,Disagree,4.0,Agree,4.0,Agree,4.0,Agree,4.0,Disagree,2.0,Man,27.0,"FP2, Higher Vocational Training, Conservatoire 10 years", ,88, , ,0,0,0,0,0,2.0,0.0,0.0,2.0,剔除,DUR低 信号命中+开放题全空无自证 → 自证门槛剔除
4420,CATI,Eva,常规,1,0,0,1,0,0,9.5,-0.3708517148909659,0.25,0.9117398648648648,18.637309874444583,4,0,Strongly disagree,5.0,Strongly agree,5.0,Strongly disagree,1.0,Agree,4.0,Agree,4.0,Man,26.0,"COU, BUP, Higher Baccalaurate",2,0,88, ,0,0,0,0,0,2.0,0.0,0.0,2.0,剔除,MD 信号命中+开放题全空无自证 → 自证门槛剔除
4483,CATI,David,常规,1,1,0,0,0,0,8.2,-0.7770215888899347,0.3942857142857143,1.4379440154440155,2.0998777685195043,3,0,Agree,2.0,Strongly agree,5.0,Agree,4.0,Agree,4.0,Agree,4.0,Man,34.0,"FP2, Higher Vocational Training, Conservatoire 10 years","1, 5, 6",0,9, ,0,0,0,0,0,2.0,0.0,0.0,2.0,剔除,DUR低 信号命中+开放题全空无自证 → 自证门槛剔除
4502,CATI,David,常规,1,0,0,0,0,1,9.4,-0.4000593991591736,0.3942857142857143,1.4379440154440155,0.5423273737530098,4,5,Neither agree nor disagree,3.0,Agree,4.0,Agree,4.0,Agree,4.0,Agree,4.0,Woman,58.0,"COU, BUP, Higher Baccalaurate", ,88, , ,0,0,0,0,0,2.0,0.0,0.0,2.0,剔除,DKNA 信号命中+开放题全空无自证 → 自证门槛剔除
4528,CATI,Daniel,常规,1,0,0,0,0,1,10.6,-0.0684490351670249,0.293859649122807,1.0716942271218588,,3,5,Agree,2.0,Strongly agree,5.0,Agree,4.0,Agree,4.0,DK,,Man,79.0,, ,88, , ,0,0,0,0,0,2.0,0.0,0.0,2.0,剔除,DKNA 信号命中+开放题全空无自证 → 自证门槛剔除
4666,CATI,María,常规,1,1,0,0,0,0,7.9,-0.8798943808324479,0.2685714285714285,0.979469111969112,6.852377250722918,3,0,Agree,2.0,Agree,4.0,Disagree,2.0,Strongly disagree,1.0,Strongly disagree,1.0,Man,52.0,"University graduate (Diploma, Bachelor, Degree, Master, PhD)", ,0, , ,0,0,0,0,0,2.0,0.0,0.0,2.0,剔除,DUR低 信号命中+开放题全空无自证 → 自证门槛剔除
4691,CATI,Luna,常规,1,0,0,1,0,0,13.8,0.6597057249011876,0.2325581395348837,0.8481301068510371,19.389247068924927,3,3,Strongly disagree,5.0,Strongly disagree,1.0,Strongly agree,5.0,Agree,4.0,Disagree,2.0,Man,62.0,"FP2, Higher Vocational Training, Conservatoire 10 years","1, 5, 6",TODAS SON IMPORTANTES, , ,0,1,0,0,1,2.0,0.0,0.0,2.0,剔除,MD 唯一开放字段为泛词/编码（TODAS SON IMPORTANTE）无实质自证 → 门槛剔除
4726,CATI,David,常规,1,1,0,0,0,0,7.6,-0.9867503216521336,0.3942857142857143,1.4379440154440155,,3,1,Agree,2.0,Agree,4.0,Agree,4.0,Agree,4.0,DK,,Man,33.0,"FP2, Higher Vocational Training, Conservatoire 10 years", ,0,88, ,0,0,0,0,0,2.0,0.0,0.0,2.0,剔除,DUR低 信号命中+开放题全空无自证 → 自证门槛剔除
4732,CATI,María,常规,1,0,0,0,1,0,12.8,0.4520815293410788,0.2685714285714285,0.979469111969112,,6,2,Agree,2.0,DK,,Agree,4.0,Agree,4.0,Agree,4.0,Woman,31.0,"University graduate (Diploma, Bachelor, Degree, Master, PhD)", ,EL RESPETO HACIA LAS MUJERES, , ,0,1,0,0,1,1.0,0.0,0.0,1.0,保留,LS 单字段具体议题自证+作答模式合理 → 保留
4784,CATI,Eva,常规,1,1,0,0,0,0,7.7,-0.9506700640001242,0.25,0.9117398648648648,3.290817454810447,3,0,Agree,2.0,Agree,4.0,Agree,4.0,Agree,4.0,Disagree,2.0,Man,30.0,"University graduate (Diploma, Bachelor, Degree, Master, PhD)", ,TODAS EN GENERAL, , ,0,1,0,0,1,2.0,0.0,0.0,2.0,剔除,DUR低 唯一开放字段为泛词/编码（TODAS EN GENERAL）无实质自证 → 门槛剔除
4833,CATI,Eva,常规,1,0,0,0,0,1,11.5,0.156479921822499,0.25,0.9117398648648648,3.290817454810447,4,4,Agree,2.0,Agree,4.0,Agree,4.0,Agree,4.0,Disagree,2.0,Man,44.0,"EGB, ESO, Baccalaurate, Elementary Baccalaurate",6,88, ,9,0,0,0,0,0,2.0,0.0,0.0,2.0,剔除,DKNA 信号命中+开放题全空无自证 → 自证门槛剔除
4918,CATI,Juana,常规,1,0,0,0,0,1,11.8,0.2275593967913538,0.1666666666666666,0.6078265765765766,6.343052898119463,4,4,Agree,2.0,Agree,4.0,Strongly agree,5.0,Disagree,2.0,Strongly disagree,1.0,Woman,55.0,"COU, BUP, Higher Baccalaurate",BOCA BOCA,NO SABRIA CONTESTAR, , ,1,1,0,0,2,0.0,0.0,0.0,0.0,保留,DKNA 开放题自证充分（≥2字段）→ 保留
4937,CATI,Eva,常规,1,0,0,0,0,1,11.6,0.180377044322026,0.25,0.9117398648648648,,2,4,DK,,Strongly disagree,1.0,Strongly agree,5.0,DK,,Agree,4.0,Woman,85.0,Primary school (or has attended school for 5 years or more), ,88, , ,0,0,0,0,0,2.0,0.0,0.0,2.0,剔除,DKNA 信号命中+开放题全空无自证 → 自证门槛剔除
4982,CATI,Daniel,常规,1,1,0,0,0,0,7.2,-1.1359812810757408,0.293859649122807,1.0716942271218588,3.290817454810447,3,3,Agree,2.0,Agree,4.0,Agree,4.0,Agree,4.0,Disagree,2.0,Woman,46.0,"COU, BUP, Higher Baccalaurate", ,0, , ,0,0,0,0,0,2.0,0.0,1.0,3.0,剔除,DUR低 信号命中+开放题全空无自证 → 自证门槛剔除
5002,CATI,Alejandro,常规,1,0,0,1,0,0,11.0,0.0337885938669634,0.3630952380952381,1.3241936132561132,15.73451875300271,3,0,Neither agree nor disagree,3.0,Strongly disagree,1.0,Strongly agree,5.0,Strongly agree,5.0,Strongly agree,5.0,Man,57.0,Primary school (or has attended school for 5 years or more),2,NINGUNA, , ,0,1,0,0,1,2.0,0.0,0.0,2.0,剔除,MD 唯一开放字段为泛词/编码（NINGUNA）无实质自证 → 门槛剔除
5029,CATI,María,常规,1,0,0,0,0,1,12.3,0.3421028209499204,0.2685714285714285,0.979469111969112,1.4343948882889388,4,5,Agree,2.0,Agree,4.0,Neither agree nor disagree,3.0,Neither agree nor disagree,3.0,Neither agree nor disagree,3.0,Woman,71.0,"EGB, ESO, Baccalaurate, Elementary Baccalaurate", ,88, , ,0,0,0,0,0,2.0,0.0,0.0,2.0,剔除,DKNA 信号命中+开放题全空无自证 → 自证门槛剔除
5058,CATI,Eva,常规,1,0,0,1,0,0,10.2,-0.1746198325286013,0.25,0.9117398648648648,12.438413764578536,5,0,Strongly disagree,5.0,Strongly agree,5.0,Disagree,2.0,Strongly agree,5.0,Agree,4.0,Man,32.0,"FP1, Intermediate Vocational Training","1, 2",88,1,7,0,0,0,0,0,2.0,0.0,0.0,2.0,剔除,MD 信号命中+开放题全空无自证 → 自证门槛剔除
5089,CATI,Eva,常规,1,0,0,0,0,1,15.9,1.05067537467283,0.25,0.9117398648648648,,2,7,Agree,2.0,Strongly agree,5.0,Strongly agree,5.0,DK,,DK,,Woman,41.0,Primary school (or has attended school for 5 years or more), ,88, , ,0,0,0,0,0,2.0,0.0,0.0,2.0,剔除,DKNA 信号命中+开放题全空无自证 → 自证门槛剔除
5157,CATI,María,常规,1,0,0,0,1,0,9.3,-0.429579471001346,0.2685714285714285,0.979469111969112,1.3137918149468455,7,0,Disagree,4.0,Agree,4.0,Agree,4.0,Agree,4.0,Agree,4.0,Man,48.0,"FP1, Intermediate Vocational Training",6,LA IGUALDAD REAL,1, ,0,1,0,0,1,1.0,0.0,0.0,1.0,保留,LS 单字段具体议题自证+作答模式合理 → 保留
5250,CAWI,Autoadministrado CAWI,常规,1,1,0,0,0,0,6.3,-0.7703946777509816,0.2491467576791808,0.9086281247117424,8.56987759697992,3,0,Strongly agree,1.0,Agree,4.0,Disagree,2.0,Agree,4.0,Disagree,2.0,Man,18.0,"EGB, ESO, Baccalaurate, Elementary Baccalaurate","TELEVISION, PERIODICOS DIGITALES, CONVERSACIONES CON AMIGOS",ACTUALIZAR LA LEY DE VIOLENCIA DE GENERO A UNA QUE NO RALENTICE EL SISTEMA JUDICIAL, , ,1,1,0,0,2,0.0,0.0,0.0,0.0,保留,DUR低 开放题自证充分（≥2字段）→ 保留
5326,CATI,Raúl,常规,1,1,0,0,0,0,8.3,-0.7435654167534216,0.3050847457627119,1.1126316994961063,5.345288495736512,5,1,Agree,2.0,Strongly agree,5.0,Strongly agree,5.0,Agree,4.0,Disagree,2.0,Woman,50.0,"COU, BUP, Higher Baccalaurate",1,TODAS SON IMPORTANTES, , ,0,1,0,0,1,2.0,0.0,0.0,2.0,剔除,DUR低 唯一开放字段为泛词/编码（TODAS SON IMPORTANTE）无实质自证 → 门槛剔除
5358,CATI,Alejandro,常规,1,0,0,0,0,1,11.1,0.0587670485671246,0.3630952380952381,1.3241936132561132,3.0420325545062985,5,10,Strongly agree,1.0,Agree,4.0,Agree,4.0,Agree,4.0,Agree,4.0,Woman,73.0,Primary school (or has attended school for 5 years or more),1,TODAS EN GENERAL,88, ,0,1,0,0,1,2.0,0.0,0.0,2.0,剔除,DKNA 唯一开放字段为泛词/编码（TODAS EN GENERAL）无实质自证 → 门槛剔除
5445,CATI,David,常规,1,0,0,0,0,1,8.6,-0.6455633914987452,0.3942857142857143,1.4379440154440155,,4,5,DK,,Agree,4.0,Strongly agree,5.0,Strongly agree,5.0,Agree,4.0,Woman,30.0,"University graduate (Diploma, Bachelor, Degree, Master, PhD)",1,0,1, ,0,0,0,0,0,2.0,0.0,0.0,2.0,剔除,DKNA 信号命中+开放题全空无自证 → 自证门槛剔除
5455,CATI,Daniel,常规,1,0,0,0,1,0,9.6,-0.3419498758673306,0.293859649122807,1.0716942271218588,1.3137918149468455,6,2,Disagree,4.0,Agree,4.0,Agree,4.0,Agree,4.0,Agree,4.0,Man,59.0,"COU, BUP, Higher Baccalaurate", ,88, , ,0,0,0,0,0,2.0,2.0,0.0,4.0,剔除,LS 信号命中+开放题全空无自证 → 自证门槛剔除
5609,CATI,Alejandro,常规,1,1,0,0,0,0,7.2,-1.1359812810757408,0.3630952380952381,1.3241936132561132,1.3137918149468455,5,0,Disagree,4.0,Agree,4.0,Agree,4.0,Agree,4.0,Agree,4.0,Man,31.0,"University graduate (Diploma, Bachelor, Degree, Master, PhD)", ,88, , ,0,0,0,0,0,2.0,2.0,1.0,5.0,剔除,DUR低 信号命中+开放题全空无自证 → 自证门槛剔除
5637,CATI,Luna,常规,1,0,0,1,0,0,17.2,1.2675924235495195,0.2325581395348837,0.8481301068510371,13.579556584591426,4,1,Agree,2.0,Strongly disagree,1.0,Strongly agree,5.0,Agree,4.0,Agree,4.0,Man,58.0,"FP2, Higher Vocational Training, Conservatoire 10 years",1,"PROTECCION DE LA MUJER ANTE EL MALTRATO, MAS PROTECCION SOCIAL",ESTA EN UNA ALDEA AYUDAR EN LA MOVILIZACION EN EL PUEBLO,7,0,1,1,0,2,0.0,0.0,0.0,0.0,保留,MD 开放题自证充分（≥2字段）→ 保留
5678,CATI,Luna,常规,1,0,0,1,0,0,14.3,0.7579403069581939,0.2325581395348837,0.8481301068510371,15.753310317049603,3,2,Strongly disagree,5.0,Agree,4.0,Strongly disagree,1.0,Agree,4.0,Agree,4.0,Woman,24.0,"FP2, Higher Vocational Training, Conservatoire 10 years",2,"IGUALDAD, EQUIDAD",MI OPINION POR LAS REDES PARA APOYAR A OTRAS PERSONAS, ,0,1,1,0,2,0.0,0.0,0.0,0.0,保留,MD 开放题自证充分（≥2字段）→ 保留
5692,CATI,David,常规,1,0,0,0,1,0,11.2,0.0835214782351577,0.3942857142857143,1.4379440154440155,,7,2,DK,,Strongly agree,5.0,Strongly agree,5.0,Agree,4.0,Agree,4.0,Man,50.0,"EGB, ESO, Baccalaurate, Elementary Baccalaurate","1, 8",TODAS,1, ,0,1,0,0,1,2.0,0.0,0.0,2.0,剔除,LS 唯一开放字段为泛词/编码（TODAS）无实质自证 → 门槛剔除
5766,CATI,Eva,常规,1,0,0,1,0,0,10.6,-0.0684490351670249,0.25,0.9117398648648648,15.741485389640916,3,1,Disagree,4.0,Strongly disagree,1.0,Strongly agree,5.0,Strongly agree,5.0,Agree,4.0,Woman,27.0,"FP1, Intermediate Vocational Training",CORREO ELECTRONICO,88,88, ,1,0,0,0,1,2.0,0.0,0.0,2.0,剔除,MD 唯一开放字段为泛词/编码（88）无实质自证 → 门槛剔除
5836,CATI,Raúl,常规,1,0,0,1,0,0,21.7,1.909047698149407,0.3050847457627119,1.1126316994961063,14.98613938663379,3,1,Neither agree nor disagree,3.0,Disagree,2.0,Strongly disagree,1.0,Strongly agree,5.0,Agree,4.0,Man,60.0,"EGB, ESO, Baccalaurate, Elementary Baccalaurate","1, 2, 3, 5, 6","TRABAJO, LAS MUJERES TIENEN QUE TENER TODOS LOS DERECHOS",CONVERSAR CON GENTE SOBRE EL TEMA. NO FUE A LA MANIFESTACION. LE PARECIO BIEN LAS MANIFESTACIONES,SE HA MANIFESTADO POR LA SANIDAD Y POR EL TREN MADRID-BURGOS,0,1,1,1,3,0.0,0.0,0.0,0.0,保留,MD 开放题自证充分（≥2字段）→ 保留
5918,CATI,Victoria,常规,1,0,1,0,0,0,33.7,3.1240040877833604,0.2201834862385321,0.8030002479543764,8.719453520779048,5,3,Neither agree nor disagree,3.0,Disagree,2.0,Strongly agree,5.0,Strongly agree,5.0,Agree,4.0,Man,56.0,Primary school (or has attended school for 5 years or more),1,88, , ,0,0,0,0,0,2.0,0.0,0.0,2.0,剔除,DUR高 信号命中+开放题全空无自证 → 自证门槛剔除
5973,CATI,María,常规,1,0,0,0,1,0,10.9,0.0085820222687157,0.2685714285714285,0.979469111969112,3.7427191972620255,6,1,Disagree,4.0,Agree,4.0,Agree,4.0,Agree,4.0,Disagree,2.0,Man,37.0,"University graduate (Diploma, Bachelor, Degree, Master, PhD)",1,0, , ,0,0,0,0,0,2.0,0.0,0.0,2.0,剔除,LS 信号命中+开放题全空无自证 → 自证门槛剔除
